Item,Description,Dim,Dimension,GDim,Tipo,Unit
Item_3823,MOLE DP SWEET POWDER 5 KGS,3055,Moles DP,Especias,Venta,KG
Item_3824,MOLE DP SWEET POWDER 10 KGS,3055,Moles DP,Especias,Venta,KG
Item_3825,MOLE DP OAXACA PASTA 10 KGS,3055,Moles DP,Especias,Venta,KG
Item_3826,MOLE DP PICOSO PASTA 5 Kg,3055,Moles DP,Especias,Venta,KG
Item_3827,MOLE DP PICOSO PASTA 10 KG,3055,Moles DP,Especias,Venta,KG
Item_3828,MOLE DP PICOSO PASTA 20 KG,3055,Moles DP,Especias,Venta,KG
Item_3829,MOLE DP SPICY POWDER 1 KG,3055,Moles DP,Especias,Venta,KG
Item_3830,MOLE DP SPICY POWDER 5 KG,3055,Moles DP,Especias,Venta,KG
Item_3831,MOLE DP SPICY POWDER 10 KG,3055,Moles DP,Especias,Venta,KG
Item_3832,MOLE DP PIPIAN PASTA 5 KGS,3055,Moles DP,Especias,Venta,KG
Item_3833,MOLE DP PIPIAN PASTA 10 KGS,3055,Moles DP,Especias,Venta,KG
Item_3834,MOLE DP PIPIAN POWDER 5 KG,3055,Moles DP,Especias,Venta,KG
Item_3835,MOLE DP PIPIAN POWDER 10 KG,3055,Moles DP,Especias,Venta,KG
Item_3836,MOLE DP GREEN PASTA C/4k,3055,Moles DP,Especias,Venta,KG
Item_3837,MOLE DP VERDE PASTA 10 KGS,3055,Moles DP,Especias,Venta,KG
Item_3838,MOLE DP GREEN ALMENDED ESP,3055,Moles DP,Especias,Venta,KG
Item_3839,MOLE DP GREEN ALMENDED ESP,3055,Moles DP,Especias,Venta,KG
Item_3840,MOLE DF ADOBO PASTA 10 KGS,3057,Moles otros,Especias,Venta,KG
Item_3841,MOLE DF POBLANO PASTA 10 KGS,3057,Moles otros,Especias,Venta,KG
Item_3842,MOLE POBLANO ESP WITH SESAME,3057,Moles otros,Especias,Venta,KG
Item_3843,Mole DP Oaxaca weighing 5 kilos,3055,Moles DP,Especias,Venta,KG
Item_3844,MOLE DON ALVARO POBLANO 20KG,5050,Moles Alvaro,Producción,Procesadora,KG
Item_3845,MOLE RANCHERO PASTA W/5KILOS,3057,Moles otros,Especias,Venta,KG
Item_3846,MOLE RANCHERO PASTA W/20K,3057,Moles otros,Especias,Venta,KG
Item_3847,MOLE DON ALVARO PICOSO 10KG,5050,Moles Alvaro,Producción,Procesadora,KG
Item_3848,MOLE DON ALVARO RANCHERO 10KG,5050,Moles Alvaro,Producción,Procesadora,KG
Item_3849,MOLE RANCHERO DON ALVARO 5K,5050,Moles Alvaro,Producción,Procesadora,KG
Item_3850,SCRAMBLED MOLES,3057,Moles otros,Especias,Venta,KG
Item_3851,Mole Don Alv Picoso C/Ajon 10K,5050,Moles Alvaro,Producción,Procesadora,KG
Item_3852,POBLANO ESPECIAL LA Bulk C/5K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3853,POBLANO SPICE LA Bulk C/10K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3854,MOLE POBLANO LA Bulk JAR 1K,5059,Moles Zarza,Producción,Procesadora,PZ
Item_3855,SPECIAL GRANULATED LA Bulk 25K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3856,SPECIAL GRANULATED LA Bulk 50K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3857,ALMENDRA GRAN LA Bulk 25K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3858,ALMENDRA GRAN LA Bulk 50K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3859,OAXACA ALMEN GRAN LA Bulk 25K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3860,OAXACA ALMEN GRAN LA Bulk 50k,5059,Moles Zarza,Producción,Procesadora,KG
Item_3861,ADOBO DON ALVARO PASTA 10K,5050,Moles Alvaro,Producción,Procesadora,KG
Item_3862,SPECIAL POBLANO Bulk C/20K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3863,ALMENDRAD POBLANO Bulk 5K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3864,ALMENDRA POBLANO Bulk 10K,5059,Moles Zarza,Producción,Procesadora,KG
Item_3865,ALMENDRA POBLANO Bulk 20k,5059,Moles Zarza,Producción,Procesadora,KG
Item_3866,MOLE GREEN POWDER 1K,3057,Moles otros,Especias,Venta,KG
Item_3867,MOLE DP SPECIAL ALME TOPER 1K,3057,Moles otros,Especias,Venta,PZ
Item_3868,MOLE DP PICOSO TOPER 1K,3057,Moles otros,Especias,Venta,PZ
Item_3869,VARIOUS GRINDS,5003,Chiles M,Producción,Procesadora,KG
Item_3870,MOSCO,1222,Aves,Abarrotes,Venta,KG
Item_3871,MOSCOW SHELL,1222,Aves,Abarrotes,Venta,KG
Item_3872,MUSTARD SEED,3017,Mostaza,Especias,Venta,KG
Item_3873,MUFFIN WITH VAIN,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3874,CHOCOLATE MUFINS,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3875,WITH THEM B/45k,1222,Aves,Abarrotes,Venta,KG
Item_3876,NIGER B/50k,1222,Aves,Abarrotes,Venta,KG
Item_3877,WESTERN 3 MESH WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3878,CASTILLA WALNUT WITH SHELL B/25K,6040,Castilla,Nueces y Almendras,Venta,KG
Item_3879,do not use,6040,Castilla,Nueces y Almendras,Venta,KG
Item_3880,MESH WALNUT 5/10 STOVE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3881,NEW CREOLE NUTS GRAINS1,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3882,NEW CRIOLLA 2 NUTS GRANILLA,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3883,NEW CREOLE INTERMEDIATE WALNUT,6030,Nuez,Nueces y Almendras,Venta,KG
Item_3884,MEDIUM NEW CREOLE WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3885,WALNUT MESH 10 STOVE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3886,NUEZ-01NoHab,6030,Nuez,Nueces y Almendras,Maquila,
Item_3887,WALNUT MESH 10 M W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3888,MESH WALNUT 2 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3889,INTERMED WESTER GRAINED WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3890,PEELED CASTILLA WALNUT,6040,Castilla,Nueces y Almendras,Venta,KG
Item_3891,WALNUT PIECE 5/10 WESTERN,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3892,WESTER BIG PIECE WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3893,EXTRA PULP WALNUT (A),6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3894,BULK GARAPINATED NUTS B/10K,5030,Dulces,Producción,Procesadora,KG
Item_3895,EXTRA RAW INDIAN WALNUT W240,6060,India,Nueces y Almendras,Venta,KG
Item_3896,EXTRA FRIED INDIAN WALNUT C/10kg,6060,India,Nueces y Almendras,Venta,KG
Item_3897,RAW INDIAN WALNUT W320 w/22.68K,6060,India,Nueces y Almendras,Venta,KG
Item_3898,FIRST FRIED INDIAN WALNUT,6060,India,Nueces y Almendras,Venta,KG
Item_3899,SMALL RAW INDIAN WALNUT W450,6060,India,Nueces y Almendras,Venta,KG
Item_3900,MACADAMIA PIECE,6074,Macadamia Otros,Nueces y Almendras,Venta,KG
Item_3901,MACADAMIA NUTS HALVES B/10kg,6070,Macadamia,Nueces y Almendras,Venta,KG
Item_3902,WHOLE MACADAMIA NUT B/10kg,6070,Macadamia,Nueces y Almendras,Venta,KG
Item_3903,WALNUT PIECE 4 WESTER,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3904,WHOLE NUTMEG,6090,Moscada,Nueces y Almendras,Venta,KG
Item_3905,GROUND NUTMEG B/25k,5010,Nueces M,Producción,BProceso,KG
Item_3906,NEW CREOLE BIG WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3907,WALNUT HALF W1AB NEW 20K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3908,ECONOMIC W1AB WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3909,MESH WALNUT 5/10 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3910,NUT PIECE 3 MAQUILA,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3911,NUEZ W1AB CAMARGO LOW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3912,MESH WALNUT 10 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3913,DO NOT USE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3914,WESTERN WALNUT MESH 6 B,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3915,MESH WALNUT 6-10 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3916,BORN NUT PIECE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3917,WESTER WALNUT WITH NEW SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_3918,NUEZ MEX MAH FRUIT C/10K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3919,MESH WALNUT 6-10 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3920,NEW WICHITA NUT C/10K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3921,DO NOT USE PASSWORD,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3922,NUT PIECE 5W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3923,FINE GRAINED WALNUT W/20KG,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3924,NEW MITA W1AB NUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3925,WALNUT PIECE 4 CREOLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3926,INDIAN WALNUT PIECE CRIUDA,6060,India,Nueces y Almendras,Venta,KG
Item_3927,ECONOMIC 1AB WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3928,WALNUT HALF 1a (CAMARGO) c-20k,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3929,MESH WALNUT 10 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3930,WALNUT PIECE 5 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3931,NUTS PIECE 3 BRUNETTE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3932,NUEZ BORN MAQUILERO BULTO,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3933,NUT PIECE #3 CREOLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3934,RANCE PIECE INDIAN WALNUT,6060,India,Nueces y Almendras,Venta,KG
Item_3935,MESH WALNUT 4 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3936,NUT W1AB,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3937,WALNUT PIECE 3 NEW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3938,WALNUT 1AB CAMARGO SPECIAL,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3939,WALNUT 1AB CAMARGO SPECIALMOREN,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3940,CREOLE WALNUT WITH SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_3941,WALNUT WITH CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_3942,INDIA WALNUT WITH CHILI AND GARLIC,6060,India,Nueces y Almendras,Venta,KG
Item_3943,GRAINED WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3944,POWDERED WALNUT,6030,Nuez,Nueces y Almendras,Venta,KG
Item_3945,LAMED CREOLE WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3946,WESTER WALNUT C/C SECOND,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3947,WESTER WALNUT C/C THIRD,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3948,WESTER C/C CRACKED WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3949,WALNUT GRAINS 5/8,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3950,NUT PIECE MEX,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3951,WALNUT PIECE 2 M,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3952,WALNUT MESH 8 M W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3953,MESH WALNUT 5 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3954,GARAPINATED NUT INDUSTRY,5030,Dulces,Producción,Procesadora,KG
Item_3955,GRANILLED GARAPINATED NUTS,5030,Dulces,Producción,Procesadora,KG
Item_3956,WALNUT WITH LOW SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_3957,RAW PIECE INDIAN WALNUT,6060,India,Nueces y Almendras,Venta,KG
Item_3958,WALNUT PIECE 6-10 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3959,WALNUT PIECE #2 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3960,NUMBER PIECE NUMBER 10,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3961,MIXED FRIED INDIAN WALNUT,5031,Botanas,Producción,Procesadora,KG
Item_3962,MESH WALNUT 4BW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3963,DO NOT USE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3964,WALNUT PIECE 4BEW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3965,WALNUT GRAIN 10 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3966,WALNUT PIECE 4EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3967,WALNUT PIECE 5 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3968,MALLA 10 BW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3969,WALNUT GRAIN 8 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3970,WALNUT GRAIN 8 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3971,WALNUT GRAIN 6 10 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3972,INDUSTRY WALNUT 5/8 TOASTED,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3973,FERTILIZED INDIAN WALNUT 19-21,6060,India,Nueces y Almendras,Venta,KG
Item_3974,CANDIED PIECE WALNUT,5030,Dulces,Producción,Procesadora,KG
Item_3975,HALF FRIED WALNUT,1501,[M] Subproductos,Abarrotes,Materiales,KG
Item_3976,NUT WITH CHOCOLATE KISSES,5030,Dulces,Producción,Procesadora,KG
Item_3977,MIX OF DRIED FRUITS C/10K,5033,Mix Frutas,Producción,Maquila,KG
Item_3978,WALNUT WITH SHELL LINE,6030,Nuez,Nueces y Almendras,Base,KG
Item_3979,WALNUT GRAIN 6-10 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3980,INDIAN WALNUT 12-15,6060,India,Nueces y Almendras,Venta,KG
Item_3981,NUEZ PEDAZERIA,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3982,W1AB WICHITA WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3983,MAHA NUT WITH SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_3984,WALNUT GRAIN 8 C,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3985,MESH WALNUT 6 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3986,WALNUT GRAIN 8 EBW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3987,WALNUT GRAIN #10 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3988,WALNUT GRAIN 6-10 EW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3989,WALNUT GRAIN 5/8 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3990,WALNUT PIECE 4 EBW,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3991,W1AB SPECIAL WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_3992,MACADAMIA NUT ENCHILADA,5031,Botanas,Producción,Procesadora,KG
Item_3993,FRIED MACADAMIA SALAD C10K,5031,Botanas,Producción,Procesadora,KG
Item_3994,WALNUT HALF ENCHILADA,5031,Botanas,Producción,Procesadora,KG
Item_3995,SALTED HALF FRIED WALNUT,5031,Botanas,Producción,Procesadora,KG
Item_3996,INDIAN WALNUT POWDER,6060,India,Nueces y Almendras,Venta,KG
Item_3997,INDIAN WALNUT PEDACERIA,6060,India,Nueces y Almendras,Venta,KG
Item_3998,INDIA WALNUT PIECE B,6060,India,Nueces y Almendras,Venta,KG
Item_3999,HALF CREOLE WALNUT,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4000,WALNUT BORN CASTILLA CASTILLA,6040,Castilla,Nueces y Almendras,Venta,KG
Item_4001,no usCASTILLA PELADA CHICA 10k,6040,Castilla,Nueces y Almendras,Venta,KG
Item_4002,MESH WALNUT 4 CREOLLA W/20K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4003,"MESH WALNUT 4-10 ""B""",6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4004,WALNUT PIECE 8 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4005,FRIED INDIAN WALNUT PIECE C/10k,6060,India,Nueces y Almendras,Venta,KG
Item_4006,WALNUT HALF INDUSTRY SELECTION,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4007,BORN SHELL WALNUT,6030,Nuez,Nueces y Almendras,Base,KG
Item_4008,GARAPINATED WALNUT 900gms YENS,5030,Dulces,Producción,Procesadora,PZ
Item_4009,FINE ROASTED INDIAN WALNUT,1502,[M] Base,Abarrotes,Base,KG
Item_4010,FINE TOASTED HALF WALNUT,1502,[M] Base,Abarrotes,Base,KG
Item_4011,WALNUT MESH 4 WHITE W C/20K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4012,WALNUT FIRST MESH 4-10 W,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4013,EXTRA MESH WALNUT 4-10 C,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4014,WALNUT PIECE 3 ECONOMIC MACHINE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4015,WALNUT 4-10 BRUNETTE C/20K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4016,WICHA WALNUT WITH SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_4017,BAKERY MESH NUT c-20k,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4018,MESH WALNUT 5 CREOLLA C-20K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4019,INDIAN WALNUT ENCHILADA C10K,5031,Botanas,Producción,Procesadora,KG
Item_4020,NUT W1AB NEW GIRL,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4021,SONORA NUTS SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_4022,WALNUT HALF SONORA W1AB,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4023,WALNUT IN SHELL SUP 58%,6030,Nuez,Nueces y Almendras,Base,KG
Item_4024,NUEZ W1AB CAMAR 30LB C/13.6kg,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4025,CREOLE PIECE WALNUT 17K CJA BC,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4026,MIX NUTS WITH BULK SHELL,6030,Nuez,Nueces y Almendras,Base,KG
Item_4027,MAHA MAHA NUT HALVES 20K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4028,WALNUT 4/10 PIECE WN,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4029,WALNUT 4/10 MESH WN,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4030,NUTMEG PIECE,6090,Moscada,Nueces y Almendras,Venta,KG
Item_4031,NUEZ MESH 4/10 W C-20KILOS,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4032,MESH WALNUT 4-8 CREOLLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4033,WALNUT PIECE 4-8 CREOLE,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4034,WALNUT PIECE 4-8 WESTER,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4035,WESTER MESH WALNUT 4-8,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4036,SMALL SHELLED WALNUT,6030,Nuez,Nueces y Almendras,Base,KG
Item_4037,WALNUT GRAIN 4-8 B W C-17K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4038,MIXED WALNUT HALVES,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4039,"NUEZ GRANILLO ""B"" BROWN 17K",6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4040,RUIMEX GARAPIÑADA NUT 900g,5030,Dulces,Producción,Procesadora,PZ
Item_4041,NUEZ MEX JUMBO C-10KILOS,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4042,BRAZIL NUT C/11.34K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_4043,CASCARA DE CASTILLA,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4044,"EXTRA NATIONAL OREGANO
",3006,Oregano,Especias,Venta,KG
Item_4045,FIRST NATIONAL OREGANO,3006,Oregano,Especias,Venta,KG
Item_4046,IMPORTED OREGANO,3006,Oregano,Especias,Venta,KG
Item_4047,GROUND OREGANO,5004,Especias M,Producción,Procesadora,KG
Item_4048,GREEK CUT OREGANO,3006,Oregano,Especias,Venta,KG
Item_4049,PURE GROUND OREGANO B/25K,5004,Especias M,Producción,Procesadora,KG
Item_4050,CHABCANO OREJON W/12kg,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4051,PEACH DREAM C/11kg,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4052,APPLE DREAM C/10kg,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4053,PEAR EARRINGS C/10kg,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4054,MIXED DREAM C/10kg,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4055,OTHER PRODUCTS,1906,No,Abarrotes,No,KG
Item_4056,GROUND BREAD,1221,Pan Molido,Abarrotes,Venta,KG
Item_4057,not usdar,1220,Papel,Abarrotes,Venta,KG
Item_4058,paper bullet,1220,Papel,Abarrotes,Venta,KG
Item_4059,PAPEL EMERGING DESTRAZA 70K,1220,Papel,Abarrotes,Venta,KG
Item_4060,PAPE-004NoHab,1220,Papel,Abarrotes,Venta,Pz
Item_4061,EMERGING SHRED PAPER 50K,1220,Papel,Abarrotes,Venta,KG
Item_4062,BULK SHREDDING PAPER,1220,Papel,Abarrotes,Venta,KG
Item_4063,STATIONERY NOTEBOOK,1902,[M] Papelería,Abarrotes,Materiales,HOJ
Item_4064,PAYMENT RECEIPTS,1902,[M] Papelería,Abarrotes,Materiales,PZ
Item_4065,BULLET KRAFT PAPER 50K,1220,Papel,Abarrotes,Venta,KG
Item_4066,GROUND PAPRIKA,5004,Especias M,Producción,BProceso,KG
Item_4067,PASA ENJOY WITH 10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4068,DO NOT USE,4007,Pasas,Frutas Secas,Venta,KG
Item_4069,RAISIN WITH LIGHT CHOCOLATE 10K,5030,Dulces,Producción,Procesadora,KG
Item_4070,PASA-004NoHab,4007,Pasas,Frutas Secas,Venta,KG
Item_4071,PASA-005NoHab,4007,Pasas,Frutas Secas,Venta,KG
Item_4072,SELECTED INDUSTRY PASS,4007,Pasas,Frutas Secas,Venta,KG
Item_4073,PASA GUERA SELECTA 13.61kg,4007,Pasas,Frutas Secas,Venta,KG
Item_4074,PASS PACIFICO SELECTA C/10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4075,NATIONAL JUMBO PASS C/10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4076,PASA union MIGET C10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4077,PASA-011NoHab,4007,Pasas,Frutas Secas,Venta,KG
Item_4078,do not use,4007,Pasas,Frutas Secas,Venta,KG
Item_4079,PASA-013NoHab,4007,Pasas,Frutas Secas,Venta,KG
Item_4080,MEDIUM RAISIN PACIFI C/10kG,4007,Pasas,Frutas Secas,Venta,KG
Item_4081,PASS COSTA Y SOL SELECTA C/10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4082,CALINDA JUMBO C10K PASS,4007,Pasas,Frutas Secas,Venta,KG
Item_4083,PASS WITH OSCU CHOCOLATE 10K,5030,Dulces,Producción,Procesadora,KG
Item_4084,JUMBO MR SUGAR RAISIN,4007,Pasas,Frutas Secas,Venta,KG
Item_4085,GOLDEN RECREATION PASS C/10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4086,FIRST PASS C/CHOCOLATE MERC,4007,Pasas,Frutas Secas,Venta,KG
Item_4087,PASS GUERA PICADA,4007,Pasas,Frutas Secas,Venta,KG
Item_4088,MEDIUM CHILEAN FLAME RAISIN 10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4089,PASA THOMSOM CHILEN JUMBO C10K,4007,Pasas,Frutas Secas,Venta,KG
Item_4090,PASS SELECT IMPOR C/10K GSE,4007,Pasas,Frutas Secas,Venta,KG
Item_4091,CHICHARRON PASTA RUEDA B/15K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4092,MINICUADRO FOLDER B/15K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4093,CHICHARRON PASTA SCREW B15K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4094,CHICHARRON LAGRIMA PASTA,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4095,PEPITA WITH SHELL,8010,Pepita,Semillas,Venta,KG
Item_4096,PEPI-0012NoHab,8010,Pepita,Semillas,Venta,
Item_4097,SPECIAL NUGGET CLOVER B-25K,8010,Pepita,Semillas,Venta,KG
Item_4098,BULK FRIED NUGGETS B/10K,5031,Botanas,Producción,Procesadora,KG
Item_4099,IMPORTED NUG,8010,Pepita,Semillas,Venta,KG
Item_4100,RUIMEX PREPARED GROUND PEPITA,5009,Semillas M,Producción,Procesadora,KG
Item_4101,RUIMEX SIMPLE GROUND NUGGE,5009,Semillas M,Producción,Procesadora,KG
Item_4102,NATIONAL PEELED BULK NUGGE,8010,Pepita,Semillas,Venta,KG
Item_4103,RUIMEX SPECIAL GROUND NUGGE,5009,Semillas M,Producción,Procesadora,KG
Item_4104,DON PANCHO GREEN GROUND PEPITA,3090,Especia S/C,Especias,Venta,KG
Item_4105,PEPITA WITH PAMA SHELL,8010,Pepita,Semillas,Venta,KG
Item_4106,PEPITA WITH FLAT SHELL,8010,Pepita,Semillas,Venta,KG
Item_4107,CANDIED PEPITA,5030,Dulces,Producción,Procesadora,KG
Item_4108,PURE GROUND NUG,5009,Semillas M,Producción,Procesadora,KG
Item_4109,FRIED PEPITA ENCHILADA,5031,Botanas,Producción,Procesadora,KG
Item_4110,RUSSIAN PEPITA C/C TOAST,5031,Botanas,Producción,Procesadora,KG
Item_4111,RUIMEX B-25-K SPECIAL NUGGETS,8010,Pepita,Semillas,Venta,KG
Item_4112,SMOOTH PEPITA,8010,Pepita,Semillas,Venta,KG
Item_4113,GOLD FRITZ PEPITA C/C TOAST,8010,Pepita,Semillas,Venta,KG
Item_4114,NAKED NUGGETS 2DA,8010,Pepita,Semillas,Venta,KG
Item_4115,PEPITA PELADA INDUSTRIA C-50k,8010,Pepita,Semillas,Venta,KG
Item_4116,FRIED PEPITA 900gms C/25pz,5031,Botanas,Producción,Procesadora,KG
Item_4117,BULK GARAPINED NUGGETS,5030,Dulces,Producción,Procesadora,KG
Item_4118,TOASTED PEPITA MR BULK B/15K,8010,Pepita,Semillas,Venta,KG
